Key,POS,DictForm,Transliteration,Translation,SpecialTags,LinkedTo,Mnemonic,Chapter,DifficultyPreset,Type,Subtype,Case_,Number,Gender,Person,Tense,Voice,Mood
1,V,αγω,ago,I lead,,0,agent,3,0,ω,,None,1,None,1,P,A,I
2,V,ακουω,akouo,I hear,,0,acoustics,3,0,ω,,None,1,None,1,P,A,I
3,V,βαπτιζω,baptidzo,I baptize,,0,baptism,3,0,ω,,None,1,None,1,P,A,I
4,V,βλεπω,blepo,I see,,0,0,3,0,ω,,None,1,None,1,P,A,I
5,V,γραφω,grapho,I write,,0,graphics,3,0,ω,,None,1,None,1,P,A,I
6,V,διδασκω,didasko,I teach,,0,didactic,3,0,ω,,None,1,None,1,P,A,I
7,V,δοξαζω,doxadzo,I glorify,,0,doxology,3,0,ω,,None,1,None,1,P,A,I
8,V,ἐτοιμαζω,hetoimadzo,I prepare,,0,0,3,0,ω,,None,1,None,1,P,A,I
9,V,εχω,echo,I have,,0,hectic;habitual,3,0,ω,,None,1,None,1,P,A,I
10,V,θεραπευω,therapeuo,I heal,,0,therapy,3,0,ω,,None,1,None,1,P,A,I
11,V,κηρυσσω,kerusso,I preach,,0,kerygma,3,0,ω,,None,1,None,1,P,A,I
12,V,λυω,luo,I loose,,0,analysis,3,0,ω,,None,1,None,1,P,A,I
13,V,πειθω,peitho,I trust,,0,0,3,0,ω,,None,1,None,1,P,A,I
14,V,πεμπω,pempo,I send,,0,pomp,3,0,ω,,None,1,None,1,P,A,I
15,V,πιστευω,pisteuo,I believe,,0,0,3,0,ω,,None,1,None,1,P,A,I
16,V,σωζω,sodzo,I save,,0,soteriology,3,0,ω,,None,1,None,1,P,A,I
17,V,αξω,axo,I will lead,,1,agent,3,0,ω,,None,1,None,1,F,A,I
18,V,ακουσω,akouso,I will hear,,2,acoustics,3,0,ω,,None,1,None,1,F,A,I
19,V,βαπτισω,baptiso,I will baptize,,3,baptism,3,0,ω,,None,1,None,1,F,A,I
20,V,βλεψω,blepso,I will see,,4,0,3,0,ω,,None,1,None,1,F,A,I
21,V,γραψω,grapso,I will write,,5,graphics,3,0,ω,,None,1,None,1,F,A,I
22,V,διδαξω,didaxo,I will teach,,6,didactic,3,0,ω,,None,1,None,1,F,A,I
23,V,δοξασο,doxaso,I will glorify,,7,doxology,3,0,ω,,None,1,None,1,F,A,I
24,V,ἐτοιμασω,hetoimaso,I will prepare,,8,0,3,0,ω,,None,1,None,1,F,A,I
25,V,ἐξω,hexo,I will have,,9,hectic;habitual,3,0,ω,,None,1,None,1,F,A,I
26,V,θεραπευσω,therapeuso,I will heal,,10,therapy,3,0,ω,,None,1,None,1,F,A,I
27,V,κηρυξω,keruxo,I will preach,,11,kerygma,3,0,ω,,None,1,None,1,F,A,I
28,V,λυσω,luso,I will loose,,12,analysis,3,0,ω,,None,1,None,1,F,A,I
29,V,πεισω,peiso,I will trust,,13,0,3,0,ω,,None,1,None,1,F,A,I
30,V,πεμψω,pempso,I will send,,14,pomp,3,0,ω,,None,1,None,1,F,A,I
31,V,πιστευσω,pisteuso,I will believe,,15,0,3,0,ω,,None,1,None,1,F,A,I
32,V,σωσω,soso,I will save,,16,soteriology,3,0,ω,,None,1,None,1,F,A,I
33,V,ειμι,eimi,I am,Irregular,0,(root εσ; is),3,0,μι,,None,1,None,1,P,A,I
34,B,μη,me,not,,0,0,3,0,N,,,,0,,,,!I
35,B,ου,ou,not,,34,0,3,0,N,,,,0,,,,I
36,N,αγγελος,angelos,Angel; Messenger,,0,angelic,4,0,2,1,N,1,M,,,,
37,N,αγρος,agros,field,,0,agrarian,4,0,2,1,N,1,M,,,,
38,N,αδελφος,adelphos,brother; fellow believer,,0,Philadelphia,4,0,2,1,N,1,M,,,,
39,N,ἀμαρτωλος,hamartolos,sinner,,0,hamartiology,4,0,2,1,N,1,M,,,,
40,N,ανθρωπος,anthropos,man; person,,0,anthropology,4,0,2,1,N,1,M,,,,
41,N,αποστολος,apostolos,apostle; messenger,,0,apostolic,4,0,2,1,N,1,M,,,,
42,N,διακονος,diakonos,minister,,0,deacon,4,0,2,1,N,1,M,,,,
43,N,δουλος,doulos,servant; slave,,0,0,4,0,2,1,N,1,M,,,,
44,N,θανατος,thanatos,death,,0,euthanasia,4,0,2,1,N,1,M,,,,
45,N,θεος,theos,God,,0,theology,4,0,2,1,N,1,M,,,,
46,N,Ἰησους,Hiesous,Jesus,,0,-,4,0,2,1,N,1,M,,,,
47,N,κοσμος,kosmos,world,,0,cosmic,4,0,2,1,N,1,M,,,,
48,N,κυριος,kurios,Lord; master,,0,0,4,0,2,1,N,1,M,,,,
49,N,λιθος,lithos,stone,,0,lithosphere,4,0,2,1,N,1,M,,,,
50,N,λογος,logos,word; message,,0,logical,4,0,2,1,N,1,M,,,,
51,N,νομας,nomos,law,,0,antinomian,4,0,2,1,N,1,M,,,,
52,N,οικος,oikos,house; household,,0,economy,4,0,2,1,N,1,M,,,,
53,N,οχλος,ochlos,crowd,,0,ochlocracy,4,0,2,1,N,1,M,,,,
54,N,υἱος,huios,son,,0,0,4,0,2,1,N,1,M,,,,
55,N,Χριστος,Christos,Christ,,0,-,4,0,2,1,N,1,M,,,,
56,N,δωρον,doron,gift,,0,donate,4,0,2,1,N,1,N,,,,
57,N,εργον,ergon,work,,0,erg;energy,4,0,2,1,N,1,N,,,,
58,N,ευαγγελιον,euangelion,gospel,,0,evangelical,4,0,2,1,N,1,N,,,,
59,N,ἱερον,hieron,temple,,0,hierarchy,4,0,2,1,N,1,N,,,,
60,N,τεκνον,teknon,child,,0,0,4,0,2,1,N,1,N,,,,
61,N,ερημος,eremos,wilderness; desert,,0,hermit,4,0,2,3,N,1,F,,,,
62,N,οδος,odos,road; way,,0,odometer,4,0,2,3,None,1,F,,,,
63,V,γινωσκω,ginosko,I know,,0,gnostic,4,0,ω,,None,,0,,,,
64,V,λαμβανω,lambano,I take; I receive (Labyrinth),,0,0,4,0,ω,,None,,0,,,,
65,V,λεγω,lego,I say; I speak,,0,legend,4,0,ω,,None,,0,,,,
66,V,φερω,phero,I bring; I bear,,0,Christopher (“Bearer of Christ”),4,0,ω,,None,,0,,,,
67,C,αλλα,alla,but,,0,0,4,0,,,,,,,,,
68,C,δε,de,now; but,,0,0,4,0,,,,,,,,,
69,C,και,kai,and; also; even,,0,0,4,0,,,,,,,,,
70,C,και...και,kai...kai,both...and,Sequence,0,0,4,0,,,,,,,,,
71,N,αληθεια,aletheia,truth,,0,0,5,0,1,1,N,1,F,,,,
72,N,ἁμαρτια,hamartia,sin,,0,hamartiology,5,0,1,1,N,1,F,,,,
73,N,βασιλεια,basileia,kingdom; reign,,0,basilica,5,0,1,1,N,1,F,,,,
74,N,διακονια,diakonia,ministry; service,,0,diaconate,5,0,1,1,N,1,F,,,,
75,N,εκκλησια,ekklesia,church,,0,ecclesiastical,5,0,1,1,N,1,F,,,,
76,N,εξουσια,exousia,authority; right,,0,0,5,0,1,1,N,1,F,,,,
77,N,επιθυμια,epithumia,desire; lust,,0,0,5,0,1,1,N,1,F,,,,
78,N,ἡμερα,hemera,day,,0,ephemeral,5,0,1,1,N,1,F,,,,
79,N,καρδια,kardia,heart,,0,cardiac,5,0,1,1,N,1,F,,,,
80,N,μαρτυρια,marturia,testimony,,0,martyr,5,0,1,1,N,1,F,,,,
81,N,οικια,oikia,house,,0,0,5,0,1,1,N,1,F,,,,
82,N,παρρησια,parresia,boldness; confidence,,0,0,5,0,1,1,N,1,F,,,,
83,N,σοφια,sophia,wisdom,,0,sophisticated,5,0,1,1,N,1,F,,,,
84,N,σωτηρια,soteria,salvation,,0,soteriology,5,0,1,1,N,1,F,,,,
85,N,χαρα,chara,joy,,0,Charissa,5,0,1,1,N,1,F,,,,
86,N,ωρα,ora,hour,,0,0,5,0,1,1,N,1,F,,,,
87,N,γλωσσα,glossa,tongue; language,,0,glossary,5,0,1,2,N,1,F,,,,
88,N,δοξα,doxa,glory,,0,doxology,5,0,1,2,N,1,F,,,,
89,N,θαλασσα,thalassa,sea,,0,thallasic,5,0,1,2,N,1,F,,,,
90,N,αγαπη,agape,love,,0,0,5,0,1,3,N,1,F,,,,
91,N,αρχη,arche,beginning,,0,archaic,5,0,1,3,N,1,F,,,,
92,N,γη,ge,earth; land,,0,geology,5,0,1,3,N,1,F,,,,
93,N,γραφη,graphe,Scripture; writing,,0,graphics,5,0,1,3,N,1,F,,,,
94,N,διαθηκη,diatheke,covenant,,0,0,5,0,1,3,N,1,F,,,,
95,N,διδαχη,didache,teaching,,0,διδασκω,5,0,1,3,N,1,F,,,,
96,N,δικαιοσυνη,dikaiosune,righteousness,,0,0,5,0,1,3,N,1,F,,,,
97,N,ειρηνη,eirene,peace,,0,Irene,5,0,1,3,N,1,F,,,,
98,N,εντολη,entole,commandment,,0,0,5,0,1,3,N,1,F,,,,
99,N,επιστολη,epistole,letter,,0,epistle,5,0,1,3,N,1,F,,,,
100,N,ζωη,dzoe,life,,0,zoology,5,0,1,3,N,1,F,,,,
101,N,κεφαλη,kephale,head,,0,encephalitis,5,0,1,3,N,1,F,,,,
102,N,οργη,orge,anger; wrath,,0,0,5,0,1,3,N,1,F,,,,
103,N,παραβολη,parabole,parable,,0,parabolic,5,0,1,3,N,1,F,,,,
104,N,περιτομη,peritome,circumcision,,0,0,5,0,1,3,N,1,F,,,,
105,N,προσευχη,proseuche,prayer,,0,0,5,0,1,3,N,1,F,,,,
106,N,συναγωγη,sunagoge,synagogue,,0,0,5,0,1,3,N,1,F,,,,
107,N,ὑπομονη,hupomone,endurance; steadfastness,,0,0,5,0,1,3,N,1,F,,,,
108,N,φωνη,phone,voice; sound,,0,telephone,5,0,1,3,N,1,F,,,,
109,N,ψυχη,phuche,soul; life,,0,psychology,5,0,1,3,N,1,F,,,,
110,N,μαθητἡ,mathetes,disciple,,0,mathematics,5,0,1,1,N,1,M,,,,
111,N,προφητἡ,prophetes,prophet,,0,prophetic,5,0,1,1,N,1,M,,,,
112,N,στρατιωτἡ,stratiotes,soldier,,0,strategic,5,0,1,1,N,1,M,,,,
113,N,τελωνἡ,telones,tax collector,,0,0,5,0,1,1,N,1,M,,,,
114,N,ὑποκριτἡ,hupokrites,hypocrite,,0,hypocritical,5,0,1,1,N,1,M,,,,
115,N,Μεσσιας,Messias,Messiah,,0,Messianic,5,0,1,2,N,1,M,,,,
116,N,νεανιας,neanias,young man,,0,"(From νεος [""new""])",5,0,1,2,N,1,M,,,,
117,T,ὁ;ἡ;τὁ,ho;he;to,the,,0,0,5,0,,,,,,,,,
118,P,ἀπό,apo,from;; away from; of (with gen),,0,apostacy,5,0,,,,,,,,,
119,P,εἰς,eis,into;; to; for; in (with acc),,0,esoteric,5,0,,,,,,,,,
120,P,ἐκ,ek,out of;; from; by (with gen),,0,eccentric,5,0,,,,,,,,,
121,P,ἐν,en,in;; within; by; with; among (with dat),,0,energy,5,0,,,,,,,,,
122,A,αγαθος,agathos,good,,0,Agatha,6,0,C,1,N,1,M,,,,
123,A,αγαπητος,agapetos,beloved,,0,agape,6,0,C,1,N,1,M,,,,
124,A,αλλος,allos,other,Irregular,0,0,6,0,C,1,N,1,M,,,,
125,A,δυνατος,dunatos,powerful; possible,,0,dynamic,6,0,C,1,N,1,M,,,,
126,A,ἓκαστος,hekastos,each; every,,0,0,6,0,C,1,N,1,M,,,,
127,A,εσχατος,eschatos,last,,0,eschatology,6,0,C,1,N,1,M,,,,
128,A,καινος,kainos,new,,0,0,6,0,C,1,N,1,M,,,,
129,A,κακος,kakos,bad,,0,cacophony,6,0,C,1,N,1,M,,,,
130,A,καλος,kalos,good; beautiful,,0,calligraphy,6,0,C,1,N,1,M,,,,
131,A,μονος,monos,only,,0,monotheism,6,0,C,1,N,1,M,,,,
132,A,πιστος,pistos,faithful,,0,pisteuo,6,0,C,1,N,1,M,,,,
133,A,πρωτος,protos,first,,0,prototype,6,0,C,1,N,1,M,,,,
134,A,σοφος,sophos,wise,,0,philosophy,6,0,C,1,N,1,M,,,,
135,A,τριτος,tritos,third,,0,triton,6,0,C,1,N,1,M,,,,
136,A,ἃγιος,hagios,holy; saint,,0,hagia sophia (holy wisdom),6,0,C,2,N,1,M,,,,
137,A,αξιος,axios,worthy,,0,axiom,6,0,C,2,N,1,M,,,,
138,A,δευτερος,deuteros,second,,0,Deuteronomy,6,0,C,2,N,1,M,,,,
139,A,δικαιος,dikaios,righteous; just,,0,0,6,0,C,2,N,1,M,,,,
140,A,ἓτερος,heteros,other; different,,0,heterosexual,6,0,C,2,N,1,M,,,,
141,A,ισχυρος,ischuros,strong,,0,0,6,0,C,2,N,1,M,,,,
142,A,μακαριος,makarios,blessed,,0,macarism (word of blessing),6,0,C,2,N,1,M,,,,
143,A,μικρος,mikros,small; little,,0,microscope,6,0,C,2,N,1,M,,,,
144,A,νεκρος,nekros,dead,,0,necromancy,6,0,C,2,N,1,M,,,,
145,A,νεος,neos,new,,0,neonatal,6,0,C,2,N,1,M,,,,
146,A,πονηρος,poneros,evil,,0,0,6,0,C,2,N,1,M,,,,
147,A,αδυνατος,adunatos,impossible,,0,dynamic,6,0,C,3,N,1,M,,,,
148,A,αιωνιος,aionios,eternal,,0,aeon,6,0,C,3,N,1,M,,,,
149,A,ακαθαρτος,akathartos,unclean,,0,catharsis,6,0,C,3,N,1,M,,,,
150,A,απιστος,apistos,unbelieving; faithfulness,,0,pisteuo,6,0,C,3,N,1,M,,,,
151,V,ἁμαρτανω,hamartano,I sin,,0,Hamartiology,7,0,ω,,None,1,None,1,P,A,I
152,V,βαλλω,ballo,I throw,,0,Ballistics,7,0,ω,,None,1,None,1,P,A,I
153,V,εσθιω,esthio,I eat,,0,0,7,0,ω,,None,1,None,1,P,A,I
154,V,εὑρισκω,heurisko,I find,,0,heuristic,7,0,ω,,None,1,None,1,P,A,I
155,V,λειπω,leipo,I leave,,0,lipoid,7,0,ω,,None,1,None,1,P,A,I
156,V,μανθανω,manthano,I learn,,0,mathematics,7,0,ω,,None,1,None,1,P,A,I
157,V,πασχω,pascho,I suffer,,0,pathetic,7,0,ω,,None,1,None,1,P,A,I
158,V,φευγω,feugo,I flee,,0,fugitive,7,0,ω,,None,1,None,1,P,A,I
159,V,ηκουσα,ekousa,I heard,,2,0,7,0,,,None,1,None,1,A,A,I
160,V,ἡμαρτησα,hemartesa,I sinned,,151,0,7,0,,,None,1,None,1,A,A,I
161,V,εβαπτισα,ebaptisa,I baptized,,3,0,7,0,,,None,1,None,1,A,A,I
162,V,εβλεψα,eblepsa,I saw,,4,0,7,0,,,None,1,None,1,A,A,I
163,V,εγραψα,egrapsa,I wrote,,5,0,7,0,,,None,1,None,1,A,A,I
164,V,εδιδαξα,edidaxa,I taught,,6,0,7,0,,,None,1,None,1,A,A,I
165,V,εδοξασα,edoxasa,I glorified,,7,0,7,0,,,None,1,None,1,A,A,I
166,V,ἡτοιμασα,hetoimasa,I prepared,,8,0,7,0,,,None,1,None,1,A,A,I
167,V,εθεραπευσα,etherapeusa,I healed,,10,0,7,0,,,None,1,None,1,A,A,I
168,V,εκηρυξα,ekeruxa,I preached,,11,0,7,0,,,None,1,None,1,A,A,I
169,V,ελυσα,elusa,I loosed,,12,0,7,0,,,None,1,None,1,A,A,I
170,V,επεισα,epeisa,I trusted in,,13,0,7,0,,,None,1,None,1,A,A,I
171,V,επεμψα,epempsa,I sent,,14,0,7,0,,,None,1,None,1,A,A,I
172,V,επιστευσα,episteusa,I believed,,15,0,7,0,,,None,1,None,1,A,A,I
173,V,εσωσα,esosa,I saved,,16,0,7,0,,,None,1,None,1,A,A,I
174,V,ηνεγκα,enegka,I bore; I brought,,,0,7,0,,,None,1,None,1,A,A,I
175,V,ηγαγον,egagon,I led,,1,0,7,0,,,None,1,None,1,A2,A,I
176,V,ἡμαρτον,hemarton,I sinned,,151,0,7,0,,,None,1,None,1,A2,A,I
177,V,εβαλον,ebalon,I threw,,152,0,7,0,,,None,1,None,1,A2,A,I
178,V,εγνων,egnon,I knew,,63,0,7,0,,,None,1,None,1,A2,A,I
179,V,εφαγον,ephagon,I ate,,153,esophagous,7,0,,,None,1,None,1,A2,A,I
180,V,εὑρον,heuron,I found,,154,0,7,0,,,None,1,None,1,A2,A,I
181,V,εσχον,eschon,I had,,9,0,7,0,,,None,1,None,1,A2,A,I
182,V,ελαβον,elabon,I took; I received,,64,0,7,0,,,None,1,None,1,A2,A,I
183,V,ειπον,eipon,I said; I spoke,,65,0,7,0,,,None,1,None,1,A2,A,I
184,V,ελιπον,elipon,I left behind; lacked,,155,0,7,0,,,None,1,None,1,A2,A,I
185,V,εμαθον,emathon,I learned,,156,0,7,0,,,None,1,None,1,A2,A,I
186,V,ειδον,eidon,I saw,,4,0,7,0,,,None,1,None,1,A2,A,I
187,V,επαθον,epathon,I suffered,,157,0,7,0,,,None,1,None,1,A2,A,I
188,V,εφυγον,ephugon,I fled,,158,0,7,0,,,None,1,None,1,A2,A,I
189,V,ηνεγκον,enegkon,I bore; I brought,,,0,7,0,,,None,1,None,1,A2,A,I
190,P,δια,dia,through; by,,0,diameter; diacritical,8,0,2,,G,,,,,,
191,P,κατα,kata,against; down,,0,catapult; catalog,8,0,2,,G,,,,,,
192,P,μετα,meta,with,,0,metabolic; metamorphosis,8,0,2,,G,,,,,,
193,P,περι,peri,about; concerning;; for,,0,perimeter,8,0,2,,G,,,,,,
194,P,ὑπερ,huper/hyper,for,,0,hypertension,8,0,2,,G,,,,,,
195,P,ὑπο,hupo/hypo,by,,0,hypothermia,8,0,2,,G,,,,,,
196,P,δια,dia,because of; on account of,,190,diameter; diacritical,8,0,2,,A,,,,,,
197,P,κατα,kata,according to,,191,catapult; catalog,8,0,2,,A,,,,,,
198,P,μετα,meta,after,,192,metabolic; metamorphosis,8,0,2,,A,,,,,,
199,P,περι,peri,around,,193,perimeter,8,0,2,,A,,,,,,
200,P,ὑπερ,huper/hyper,above; over,,194,hypertension,8,0,2,,A,,,,,,
201,P,ὑπο,hupo/hypo,under,,195,hypothermia,8,0,2,,A,,,,,,
202,P,επι,epi,upon;; on; at; about,,0,epidermis,8,0,3,,G,,,,,,
203,P,παρα,para,from,,0,parallel,8,0,3,,G,,,,,,
204,P,επι,epi,upon;; on; at; about,,202,epidermis,8,0,3,,D,,,,,,
205,P,παρα,para,with,,203,parallel,8,0,3,,D,,,,,,
206,P,επι,epi,upon;; on; at; about,,202,epidermis,8,0,3,,A,,,,,,
207,P,παρα,para,beside; by,,203,parallel,8,0,3,,A,,,,,,
208,P,ανα,ana,up,,0,analysis,8,0,1,,A,,,,,,
209,P,αντι,anti,instead of;; in place of; for,,0,Antichrist,8,0,1,,G,,,,,,
210,P,προ,pro,before,,0,prologue,8,0,1,,G,,,,,,
211,P,προς,pros,to;; toward; with,,0,prosthesis,8,0,1,,A,,,,,,
212,P,συν,sun/syn,with,,0,synthesis,8,0,1,,D,,,,,,
213,V,αναγινωσκω,anaginosko,I read,Compound verb,0,0,8,0,ω,,None,1,None,1,P,A,I
214,V,ανοιγω,anoigo,I open,Compound verb,0,0,8,0,ω,,None,1,None,1,P,A,I
215,V,αποθνησκω,apothnesko,I die,Compound verb,0,0,8,0,ω,,None,1,None,1,P,A,I
216,V,εκβαλλω,ekballo,I throw out; I cast out,Compound verb,0,0,8,0,ω,,None,1,None,1,P,A,I
217,R,αυτος,autos,he; same; self,,0,automobile,9,0,P,,N,1,M,3,,,
218,R,εγω,ego,I,,0,egocentric,9,0,P,,N,1,M,1,,,
219,R,συ,su,you,,0,me casa; su casa,9,0,P,,N,1,M,2,,,
220,V,οιδα,oida,I know,,0,0,10,0,ω,,None,1,None,1,P,A,I
221,V,ἡμαρτηκα,hemarteka,I have sinned,,151,0,10,0,,,None,1,None,1,R,A,I
222,V,βεβληκα,bebleka,I have thrown,,152,0,10,0,,,None,1,None,1,R,A,I
223,V,εγνωκα,egnoka,I have known,,63,0,10,0,,,None,1,None,1,R,A,I
224,V,ἡτοιμακα,hetoimaka,I have prepared,,8,0,10,0,,,None,1,None,1,R,A,I
225,V,εὑρηκα,heureka,I have found,,154,0,10,0,,,None,1,None,1,R,A,I
226,V,εσχηκα,escheka,I have had,,9,0,10,0,,,None,1,None,1,R,A,I
227,V,τεθεραπευκα,tetherapeuka,I have healed,,26,0,10,0,,,None,1,None,1,R,A,I
228,V,ειρηκα,eireka,I have said; I have spoken,,65,0,10,0,,,None,1,None,1,R,A,I
229,V,λελυκα,leluka,I have loosed,,12,0,10,0,,,None,1,None,1,R,A,I
230,V,μεμαθηκα,mematheka,I have learned,,156,0,10,0,,,None,1,None,1,R,A,I
231,V,ἑωρακα,heoraka,I have seen,,4,0,10,0,,,None,1,None,1,R,A,I
232,V,πεπιστευκα,pepisteuka,I have believed,,15,0,10,0,,,None,1,None,1,R,A,I
233,V,σεσωκα,sesoka,I have saved,,16,0,10,0,,,None,1,None,1,R,A,I
234,V,ακηκοα,akekoa,I have heard,,2,0,10,0,,,None,1,None,1,R2,A,I
235,V,γεγραφα,gegrapha,I have written,,5,0,10,0,,,None,1,None,1,R2,A,I
236,V,πεπονθα,pepontha,I have suffered,,157,0,10,0,,,None,1,None,1,R2,A,I
237,V,πεποιθα,pepoitha,I have trusted in,,13,0,10,0,,,None,1,None,1,R2,A,I
238,V,πεπομθα,pepomtha,I have sent,,14,0,10,0,,,None,1,None,1,R2,A,I
239,V,πεφευγα,pepheuga,I have fled,,158,0,10,0,,,None,1,None,1,R2,A,I
240,C,οτι,oti,that; because,,0,0,10,0,C,,,,,,,,
241,R,ἐκεινος,ekeinos,that,,0,0,11,0,D,,N,1,M,1,,,
242,R,οὑτος,houtos,this,,0,0,11,0,D,,N,1,M,1,,,
243,N,ἀμνος,amnos,lamb,,0,0,11,0,2,1,N,1,M,,,,
244,N,ἀρτος,artos,bread,,0,0,11,0,2,1,N,1,M,,,,
245,N,διαβολος,diabolos,slanderer; devil,,0,diaboloical,11,0,2,1,N,1,M,,,,
246,N,ἐχθρος,echthros,enemy,,0,0,11,0,2,1,N,1,M,,,,
247,N,ἡλιος,helios,sun,,0,heliocentric,11,0,2,1,N,1,M,,,,
248,N,θρονος,thronos,throne,,0,0,11,0,2,1,N,1,M,,,,
249,N,καιρος,kairos,time; occasion,,0,0,11,0,2,1,N,1,M,,,,
